Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
3.710000,0,0.259000,0.259000,0.259000,0.259000,0.259000,0.000000,0.000000,0.000000,0.000000,6.979000,115.942000,115.013000,
3.720000,0,0.259000,0.259000,0.259000,0.259000,0.259000,0.000000,0.000000,0.000000,0.000000,6.974000,115.840000,114.917000,
3.730000,0,0.258000,0.258000,0.258000,0.258000,0.258000,0.000000,0.000000,0.000000,0.000000,6.969000,115.739000,114.823000,
3.740000,0,0.257000,0.257000,0.257000,0.257000,0.257000,0.000000,0.000000,0.000000,0.000000,6.965000,115.639000,114.728000,
3.750000,0,0.257000,0.257000,0.257000,0.257000,0.257000,0.000000,0.000000,0.000000,0.000000,6.960000,115.538000,114.634000,
3.760000,0,0.256000,0.256000,0.256000,0.256000,0.256000,0.000000,0.000000,0.000000,0.000000,6.955000,115.439000,114.540000,
3.770000,0,0.256000,0.256000,0.256000,0.256000,0.256000,0.000000,0.000000,0.000000,0.000000,6.951000,115.339000,114.447000,
3.780000,0,0.255000,0.255000,0.255000,0.255000,0.255000,0.000000,0.000000,0.000000,0.000000,6.946000,115.240000,114.354000,
3.790000,0,0.254000,0.254000,0.254000,0.254000,0.254000,0.000000,0.000000,0.000000,0.000000,6.942000,115.141000,114.261000,
3.800000,0,0.254000,0.254000,0.254000,0.254000,0.254000,0.000000,0.000000,0.000000,0.000000,6.937000,115.043000,114.169000,
3.810000,0,0.253000,0.253000,0.253000,0.253000,0.253000,0.000000,0.000000,0.000000,0.000000,6.933000,114.945000,114.078000,
3.820000,0,0.253000,0.253000,0.253000,0.253000,0.253000,0.000000,0.000000,0.000000,0.000000,6.928000,114.848000,113.986000,
3.830000,0,0.252000,0.252000,0.252000,0.252000,0.252000,0.000000,0.000000,0.000000,0.000000,6.924000,114.751000,113.895000,
3.840000,0,0.251000,0.251000,0.251000,0.251000,0.251000,0.000000,0.000000,0.000000,0.000000,6.920000,114.655000,113.805000,
3.850000,0,0.251000,0.251000,0.251000,0.251000,0.251000,0.000000,0.000000,0.000000,0.000000,6.915000,114.558000,113.714000,
3.860000,0,0.250000,0.250000,0.250000,0.250000,0.250000,0.000000,0.000000,0.000000,0.000000,6.911000,114.463000,113.625000,
3.870000,0,0.250000,0.250000,0.250000,0.250000,0.250000,0.000000,0.000000,0.000000,0.000000,6.906000,114.367000,113.535000,
3.880000,0,0.249000,0.249000,0.249000,0.249000,0.249000,0.000000,0.000000,0.000000,0.000000,6.902000,114.272000,113.446000,
3.890000,0,0.248000,0.248000,0.248000,0.248000,0.248000,0.000000,0.000000,0.000000,0.000000,6.898000,114.178000,113.358000,
3.900000,0,0.248000,0.248000,0.248000,0.248000,0.248000,0.000000,0.000000,0.000000,0.000000,6.894000,114.084000,113.269000,
3.910000,0,0.247000,0.247000,0.247000,0.247000,0.247000,0.000000,0.000000,0.000000,0.000000,6.889000,113.990000,113.182000,
3.920000,0,0.247000,0.247000,0.247000,0.247000,0.247000,0.000000,0.000000,0.000000,0.000000,6.885000,113.897000,113.094000,
3.930000,0,0.246000,0.246000,0.246000,0.246000,0.246000,0.000000,0.000000,0.000000,0.000000,6.881000,113.804000,113.007000,
3.940000,0,0.245000,0.245000,0.245000,0.245000,0.245000,0.000000,0.000000,0.000000,0.000000,6.877000,113.712000,112.920000,
3.950000,0,0.245000,0.245000,0.245000,0.245000,0.245000,0.000000,0.000000,0.000000,0.000000,6.872000,113.620000,112.834000,
3.960000,0,0.244000,0.244000,0.244000,0.244000,0.244000,0.000000,0.000000,0.000000,0.000000,6.868000,113.528000,112.748000,
3.970000,0,0.244000,0.244000,0.244000,0.244000,0.244000,0.000000,0.000000,0.000000,0.000000,6.864000,113.437000,112.663000,
3.980000,0,0.243000,0.243000,0.243000,0.243000,0.243000,0.000000,0.000000,0.000000,0.000000,6.860000,113.346000,112.578000,
3.990000,0,0.243000,0.243000,0.243000,0.243000,0.243000,0.000000,0.000000,0.000000,0.000000,6.856000,113.256000,112.493000,
4.000000,0,0.242000,0.242000,0.242000,0.242000,0.242000,0.000000,0.000000,0.000000,0.000000,6.852000,113.166000,112.409000,
4.010000,0,0.242000,0.242000,0.242000,0.242000,0.242000,0.000000,0.000000,0.000000,0.000000,6.848000,113.076000,112.325000,
4.020000,0,0.241000,0.241000,0.241000,0.241000,0.241000,0.000000,0.000000,0.000000,0.000000,6.844000,112.987000,112.241000,
4.030000,0,0.240000,0.240000,0.240000,0.240000,0.240000,0.000000,0.000000,0.000000,0.000000,6.840000,112.898000,112.158000,
4.040000,0,0.240000,0.240000,0.240000,0.240000,0.240000,0.000000,0.000000,0.000000,0.000000,6.836000,112.810000,112.076000,
4.050000,0,0.239000,0.239000,0.239000,0.239000,0.239000,0.000000,0.000000,0.000000,0.000000,6.832000,112.722000,111.993000,
4.060000,0,0.239000,0.239000,0.239000,0.239000,0.239000,0.000000,0.000000,0.000000,0.000000,6.828000,112.634000,111.911000,
4.070000,0,0.238000,0.238000,0.238000,0.238000,0.238000,0.000000,0.000000,0.000000,0.000000,6.824000,112.547000,111.830000,
4.080000,0,0.238000,0.238000,0.238000,0.238000,0.238000,0.000000,0.000000,0.000000,0.000000,6.820000,112.461000,111.749000,
4.090000,0,0.237000,0.237000,0.237000,0.237000,0.237000,0.000000,0.000000,0.000000,0.000000,6.816000,112.374000,111.668000,
4.100000,0,0.237000,0.237000,0.237000,0.237000,0.237000,0.000000,0.000000,0.000000,0.000000,6.812000,112.289000,111.587000,
4.110000,0,0.236000,0.236000,0.236000,0.236000,0.236000,0.000000,0.000000,0.000000,0.000000,6.808000,112.203000,111.507000,
4.120000,0,0.236000,0.236000,0.236000,0.236000,0.236000,0.000000,0.000000,0.000000,0.000000,6.804000,112.118000,111.428000,
4.130000,0,0.235000,0.235000,0.235000,0.235000,0.235000,0.000000,0.000000,0.000000,0.000000,6.800000,112.033000,111.348000,
4.140000,0,0.235000,0.235000,0.235000,0.235000,0.235000,0.000000,0.000000,0.000000,0.000000,6.796000,111.949000,111.270000,
4.150000,0,0.234000,0.234000,0.234000,0.234000,0.234000,0.000000,0.000000,0.000000,0.000000,6.793000,111.865000,111.191000,
4.160000,0,0.234000,0.234000,0.234000,0.234000,0.234000,0.000000,0.000000,0.000000,0.000000,6.789000,111.782000,111.113000,
4.170000,0,0.233000,0.233000,0.233000,0.233000,0.233000,0.000000,0.000000,0.000000,0.000000,6.785000,111.699000,111.035000,
4.180000,0,0.233000,0.233000,0.233000,0.233000,0.233000,0.000000,0.000000,0.000000,0.000000,6.781000,111.616000,110.958000,
4.190000,0,0.232000,0.232000,0.232000,0.232000,0.232000,0.000000,0.000000,0.000000,0.000000,6.777000,111.534000,110.881000,
4.200000,0,0.232000,0.232000,0.232000,0.232000,0.232000,0.000000,0.000000,0.000000,0.000000,6.774000,111.452000,110.805000,
4.210000,0,0.231000,0.231000,0.231000,0.231000,0.231000,0.000000,0.000000,0.000000,0.000000,6.770000,111.371000,110.729000,
4.220000,0,0.231000,0.231000,0.231000,0.231000,0.231000,0.000000,0.000000,0.000000,0.000000,6.766000,111.290000,110.653000,
4.230000,0,0.230000,0.230000,0.230000,0.230000,0.230000,0.000000,0.000000,0.000000,0.000000,6.763000,111.209000,110.577000,
4.240000,0,0.230000,0.230000,0.230000,0.230000,0.230000,0.000000,0.000000,0.000000,0.000000,6.759000,111.129000,110.502000,
4.250000,0,0.229000,0.229000,0.229000,0.229000,0.229000,0.000000,0.000000,0.000000,0.000000,6.757000,111.056000,110.434000,
4.260000,0,0.229000,0.229000,0.229000,0.229000,0.229000,0.000000,0.000000,0.000000,0.000000,6.754000,110.969000,110.353000,
4.270000,0,0.228000,0.228000,0.228000,0.228000,0.228000,0.000000,0.000000,0.000000,0.000000,6.751000,110.882000,110.271000,
4.280000,0,0.228000,0.228000,0.228000,0.228000,0.228000,0.000000,0.000000,0.000000,0.000000,6.748000,110.795000,110.190000,
4.290000,0,0.227000,0.227000,0.227000,0.227000,0.227000,0.000000,0.000000,0.000000,0.000000,6.746000,110.708000,110.110000,
4.300000,0,0.227000,0.227000,0.227000,0.227000,0.227000,0.000000,0.000000,0.000000,0.000000,6.743000,110.622000,110.029000,
4.310000,0,0.226000,0.226000,0.226000,0.226000,0.226000,0.000000,0.000000,0.000000,0.000000,6.740000,110.536000,109.949000,
4.320000,0,0.226000,0.226000,0.226000,0.226000,0.226000,0.000000,0.000000,0.000000,0.000000,6.737000,110.451000,109.869000,
4.330000,0,0.225000,0.225000,0.225000,0.225000,0.225000,0.000000,0.000000,0.000000,0.000000,6.735000,110.366000,109.790000,
4.340000,0,0.225000,0.225000,0.225000,0.225000,0.225000,0.000000,0.000000,0.000000,0.000000,6.732000,110.281000,109.711000,
4.350000,0,0.224000,0.224000,0.224000,0.224000,0.224000,0.000000,0.000000,0.000000,0.000000,6.729000,110.196000,109.632000,
4.360000,0,0.224000,0.224000,0.224000,0.224000,0.224000,0.000000,0.000000,0.000000,0.000000,6.727000,110.112000,109.553000,
4.370000,0,0.223000,0.223000,0.223000,0.223000,0.223000,0.000000,0.000000,0.000000,0.000000,6.724000,110.028000,109.475000,
4.380000,0,0.223000,0.223000,0.223000,0.223000,0.223000,0.000000,0.000000,0.000000,0.000000,6.721000,109.945000,109.397000,
4.390000,0,0.222000,0.222000,0.222000,0.222000,0.222000,0.000000,0.000000,0.000000,0.000000,6.719000,109.861000,109.319000,
4.400000,0,0.222000,0.222000,0.222000,0.222000,0.222000,0.000000,0.000000,0.000000,0.000000,6.716000,109.779000,109.242000,
4.410000,0,0.221000,0.221000,0.221000,0.221000,0.221000,0.000000,0.000000,0.000000,0.000000,6.714000,109.696000,109.165000,
4.420000,0,0.221000,0.221000,0.221000,0.221000,0.221000,0.000000,0.000000,0.000000,0.000000,6.711000,109.614000,109.088000,
4.430000,0,0.221000,0.221000,0.221000,0.221000,0.221000,0.000000,0.000000,0.000000,0.000000,6.709000,109.532000,109.012000,
4.440000,0,0.220000,0.220000,0.220000,0.220000,0.220000,0.000000,0.000000,0.000000,0.000000,6.706000,109.450000,108.935000,
4.450000,0,0.220000,0.220000,0.220000,0.220000,0.220000,0.000000,0.000000,0.000000,0.000000,6.704000,109.369000,108.860000,
4.460000,0,0.219000,0.219000,0.219000,0.219000,0.219000,0.000000,0.000000,0.000000,0.000000,6.701000,109.288000,108.784000,
4.470000,0,0.219000,0.219000,0.219000,0.219000,0.219000,0.000000,0.000000,0.000000,0.000000,6.699000,109.207000,108.709000,
4.480000,0,0.218000,0.218000,0.218000,0.218000,0.218000,0.000000,0.000000,0.000000,0.000000,6.697000,109.127000,108.634000,
4.490000,0,0.218000,0.218000,0.218000,0.218000,0.218000,0.000000,0.000000,0.000000,0.000000,6.694000,109.047000,108.559000,
4.500000,0,0.217000,0.217000,0.217000,0.217000,0.217000,0.000000,0.000000,0.000000,0.000000,6.692000,108.967000,108.485000,
4.510000,0,0.217000,0.217000,0.217000,0.217000,0.217000,0.000000,0.000000,0.000000,0.000000,6.690000,108.888000,108.411000,
4.520000,0,0.216000,0.216000,0.216000,0.216000,0.216000,0.000000,0.000000,0.000000,0.000000,6.687000,108.809000,108.337000,
4.530000,0,0.216000,0.216000,0.216000,0.216000,0.216000,0.000000,0.000000,0.000000,0.000000,6.685000,108.730000,108.264000,
4.540000,0,0.216000,0.216000,0.216000,0.216000,0.216000,0.000000,0.000000,0.000000,0.000000,6.683000,108.652000,108.191000,
4.550000,0,0.215000,0.215000,0.215000,0.215000,0.215000,0.000000,0.000000,0.000000,0.000000,6.681000,108.573000,108.118000,
4.560000,0,0.215000,0.215000,0.215000,0.215000,0.215000,0.000000,0.000000,0.000000,0.000000,6.679000,108.496000,108.046000,
4.570000,0,0.214000,0.214000,0.214000,0.214000,0.214000,0.000000,0.000000,0.000000,0.000000,6.676000,108.418000,107.973000,
4.580000,0,0.214000,0.214000,0.214000,0.214000,0.214000,0.000000,0.000000,0.000000,0.000000,6.674000,108.341000,107.902000,
4.590000,0,0.213000,0.213000,0.213000,0.213000,0.213000,0.000000,0.000000,0.000000,0.000000,6.672000,108.264000,107.830000,
4.600000,0,0.213000,0.213000,0.213000,0.213000,0.213000,0.000000,0.000000,0.000000,0.000000,6.670000,108.188000,107.759000,
4.610000,0,0.213000,0.213000,0.213000,0.213000,0.213000,0.000000,0.000000,0.000000,0.000000,6.668000,108.112000,107.688000,
4.620000,0,0.212000,0.212000,0.212000,0.212000,0.212000,0.000000,0.000000,0.000000,0.000000,6.666000,108.036000,107.617000,
4.630000,0,0.212000,0.212000,0.212000,0.212000,0.212000,0.000000,0.000000,0.000000,0.000000,6.664000,107.960000,107.547000,
4.640000,0,0.211000,0.211000,0.211000,0.211000,0.211000,0.000000,0.000000,0.000000,0.000000,6.662000,107.885000,107.477000,
4.650000,0,0.211000,0.211000,0.211000,0.211000,0.211000,0.000000,0.000000,0.000000,0.000000,6.660000,107.810000,107.407000,
4.660000,0,0.210000,0.210000,0.210000,0.210000,0.210000,0.000000,0.000000,0.000000,0.000000,6.658000,107.736000,107.338000,
4.670000,0,0.210000,0.210000,0.210000,0.210000,0.210000,0.000000,0.000000,0.000000,0.000000,6.656000,107.661000,107.268000,
4.680000,0,0.210000,0.210000,0.210000,0.210000,0.210000,0.000000,0.000000,0.000000,0.000000,6.654000,107.588000,107.200000,
4.690000,0,0.209000,0.209000,0.209000,0.209000,0.209000,0.000000,0.000000,0.000000,0.000000,6.652000,107.514000,107.131000,
4.700000,0,0.209000,0.209000,0.209000,0.209000,0.209000,0.000000,0.000000,0.000000,0.000000,6.650000,107.441000,107.063000,
4.710000,0,0.208000,0.208000,0.208000,0.208000,0.208000,0.000000,0.000000,0.000000,0.000000,6.649000,107.368000,106.995000,
4.720000,0,0.208000,0.208000,0.208000,0.208000,0.208000,0.000000,0.000000,0.000000,0.000000,6.647000,107.295000,106.927000,
4.730000,0,0.207000,0.207000,0.207000,0.207000,0.207000,0.000000,0.000000,0.000000,0.000000,6.645000,107.223000,106.860000,
4.740000,0,0.207000,0.207000,0.207000,0.207000,0.207000,0.000000,0.000000,0.000000,0.000000,6.643000,107.151000,106.793000,
4.750000,0,0.207000,0.207000,0.207000,0.207000,0.207000,0.000000,0.000000,0.000000,0.000000,6.641000,107.079000,106.726000,
4.760000,0,0.206000,0.206000,0.206000,0.206000,0.206000,0.000000,0.000000,0.000000,0.000000,6.640000,107.008000,106.660000,
4.770000,0,0.206000,0.206000,0.206000,0.206000,0.206000,0.000000,0.000000,0.000000,0.000000,6.638000,106.937000,106.594000,
4.780000,0,0.205000,0.205000,0.205000,0.205000,0.205000,0.000000,0.000000,0.000000,0.000000,6.636000,106.866000,106.528000,
4.790000,0,0.205000,0.205000,0.205000,0.205000,0.205000,0.000000,0.000000,0.000000,0.000000,6.635000,106.796000,106.462000,
4.800000,0,0.205000,0.205000,0.205000,0.205000,0.205000,0.000000,0.000000,0.000000,0.000000,6.633000,106.725000,106.397000,
4.810000,0,0.204000,0.204000,0.204000,0.204000,0.204000,0.000000,0.000000,0.000000,0.000000,6.631000,106.656000,106.332000,
4.820000,0,0.204000,0.204000,0.204000,0.204000,0.204000,0.000000,0.000000,0.000000,0.000000,6.630000,106.586000,106.267000,
4.830000,0,0.203000,0.203000,0.203000,0.203000,0.203000,0.000000,0.000000,0.000000,0.000000,6.628000,106.517000,106.203000,
4.840000,0,0.203000,0.203000,0.203000,0.203000,0.203000,0.000000,0.000000,0.000000,0.000000,6.626000,106.448000,106.139000,
4.850000,0,0.203000,0.203000,0.203000,0.203000,0.203000,0.000000,0.000000,0.000000,0.000000,6.625000,106.380000,106.075000,
4.860000,0,0.202000,0.202000,0.202000,0.202000,0.202000,0.000000,0.000000,0.000000,0.000000,6.623000,106.312000,106.012000,
4.870000,0,0.202000,0.202000,0.202000,0.202000,0.202000,0.000000,0.000000,0.000000,0.000000,6.622000,106.244000,105.949000,
4.880000,0,0.201000,0.201000,0.201000,0.201000,0.201000,0.000000,0.000000,0.000000,0.000000,6.620000,106.176000,105.886000,
4.890000,0,0.201000,0.201000,0.201000,0.201000,0.201000,0.000000,0.000000,0.000000,0.000000,6.619000,106.109000,105.823000,
4.900000,0,0.201000,0.201000,0.201000,0.201000,0.201000,0.000000,0.000000,0.000000,0.000000,6.617000,106.042000,105.761000,
4.910000,0,0.200000,0.200000,0.200000,0.200000,0.200000,0.000000,0.000000,0.000000,0.000000,6.616000,105.975000,105.699000,
4.920000,0,0.200000,0.200000,0.200000,0.200000,0.200000,0.000000,0.000000,0.000000,0.000000,6.614000,105.909000,105.637000,
4.930000,0,0.199000,0.199000,0.199000,0.199000,0.199000,0.000000,0.000000,0.000000,0.000000,6.613000,105.843000,105.576000,
4.940000,0,0.199000,0.199000,0.199000,0.199000,0.199000,0.000000,0.000000,0.000000,0.000000,6.612000,105.777000,105.515000,
4.950000,0,0.199000,0.199000,0.199000,0.199000,0.199000,0.000000,0.000000,0.000000,0.000000,6.610000,105.712000,105.454000,
4.960000,0,0.198000,0.198000,0.198000,0.198000,0.198000,0.000000,0.000000,0.000000,0.000000,6.609000,105.647000,105.393000,
4.970000,0,0.198000,0.198000,0.198000,0.198000,0.198000,0.000000,0.000000,0.000000,0.000000,6.607000,105.582000,105.333000,
4.980000,0,0.197000,0.197000,0.197000,0.197000,0.197000,0.000000,0.000000,0.000000,0.000000,6.606000,105.518000,105.273000,
4.990000,0,0.197000,0.197000,0.197000,0.197000,0.197000,0.000000,0.000000,0.000000,0.000000,6.605000,105.454000,105.214000,
5.000000,0,0.197000,0.197000,0.197000,0.197000,0.197000,0.000000,0.000000,0.000000,0.000000,6.604000,105.390000,105.154000,
0.010000,2,0.490000,0.498000,0.498000,0.491000,0.491000,0.219000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.020000,2,0.479000,0.488000,0.488000,0.480000,0.480000,0.220000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.030000,2,0.461000,0.470000,0.470000,0.462000,0.462000,0.220000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.040000,2,0.454000,0.463000,0.463000,0.455000,0.455000,0.221000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.050000,2,0.449000,0.457000,0.457000,0.449000,0.449000,0.221000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.060000,2,0.443000,0.452000,0.452000,0.444000,0.444000,0.221000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.070000,2,0.438000,0.447000,0.447000,0.439000,0.439000,0.221000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.080000,2,0.434000,0.442000,0.442000,0.434000,0.434000,0.221000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.090000,2,0.430000,0.438000,0.438000,0.430000,0.430000,0.221000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.100000,2,0.427000,0.435000,0.435000,0.427000,0.427000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.110000,2,0.427000,0.435000,0.435000,0.427000,0.427000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.120000,2,0.427000,0.435000,0.435000,0.427000,0.427000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.130000,2,0.427000,0.435000,0.435000,0.427000,0.427000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.140000,2,0.427000,0.435000,0.435000,0.427000,0.427000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.150000,2,0.427000,0.435000,0.435000,0.427000,0.427000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.160000,2,0.426000,0.435000,0.435000,0.427000,0.427000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.170000,2,0.426000,0.435000,0.435000,0.427000,0.427000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.180000,2,0.426000,0.435000,0.435000,0.427000,0.427000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.190000,2,0.426000,0.435000,0.435000,0.427000,0.427000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.200000,2,0.426000,0.435000,0.435000,0.427000,0.427000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.210000,2,0.426000,0.435000,0.435000,0.427000,0.427000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.220000,2,0.426000,0.435000,0.435000,0.427000,0.427000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.230000,2,0.426000,0.435000,0.435000,0.427000,0.427000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.240000,2,0.426000,0.434000,0.434000,0.426000,0.426000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.250000,2,0.426000,0.434000,0.434000,0.426000,0.426000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.260000,2,0.426000,0.434000,0.434000,0.426000,0.426000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.270000,2,0.426000,0.435000,0.435000,0.427000,0.427000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.280000,2,0.426000,0.435000,0.435000,0.427000,0.427000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.290000,2,0.426000,0.435000,0.435000,0.427000,0.427000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.300000,2,0.426000,0.435000,0.435000,0.427000,0.427000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.310000,2,0.426000,0.435000,0.435000,0.427000,0.427000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.320000,2,0.426000,0.435000,0.435000,0.427000,0.427000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.330000,2,0.427000,0.435000,0.435000,0.427000,0.427000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.340000,2,0.427000,0.435000,0.435000,0.427000,0.427000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.350000,2,0.427000,0.435000,0.435000,0.427000,0.427000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.360000,2,0.427000,0.435000,0.435000,0.427000,0.427000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.370000,2,0.427000,0.435000,0.435000,0.427000,0.427000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.380000,2,0.427000,0.435000,0.435000,0.427000,0.427000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.390000,2,0.427000,0.436000,0.436000,0.428000,0.428000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.400000,2,0.427000,0.436000,0.436000,0.428000,0.428000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.410000,2,0.427000,0.436000,0.436000,0.428000,0.428000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.420000,2,0.427000,0.436000,0.436000,0.428000,0.428000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.430000,2,0.427000,0.436000,0.436000,0.428000,0.428000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.440000,2,0.427000,0.436000,0.436000,0.428000,0.428000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.450000,2,0.428000,0.436000,0.436000,0.428000,0.428000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.460000,2,0.428000,0.436000,0.436000,0.428000,0.428000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.470000,2,0.428000,0.436000,0.436000,0.428000,0.428000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.480000,2,0.428000,0.436000,0.436000,0.428000,0.428000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.490000,2,0.428000,0.436000,0.436000,0.428000,0.428000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.500000,2,0.428000,0.437000,0.437000,0.429000,0.429000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.510000,2,0.428000,0.437000,0.437000,0.429000,0.429000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.520000,2,0.428000,0.437000,0.437000,0.429000,0.429000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.530000,2,0.428000,0.437000,0.437000,0.429000,0.429000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.540000,2,0.428000,0.437000,0.437000,0.429000,0.429000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.550000,2,0.428000,0.437000,0.437000,0.429000,0.429000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.560000,2,0.429000,0.437000,0.437000,0.429000,0.429000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.570000,2,0.429000,0.437000,0.437000,0.429000,0.429000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.580000,2,0.429000,0.437000,0.437000,0.429000,0.429000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.590000,2,0.429000,0.437000,0.437000,0.429000,0.429000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.600000,2,0.429000,0.437000,0.437000,0.429000,0.429000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.610000,2,0.429000,0.438000,0.438000,0.430000,0.430000,0.222000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.620000,2,0.430000,0.438000,0.438000,0.430000,0.430000,0.221000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.630000,2,0.430000,0.439000,0.439000,0.431000,0.431000,0.221000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.640000,2,0.430000,0.439000,0.439000,0.431000,0.431000,0.221000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.650000,2,0.431000,0.439000,0.439000,0.431000,0.431000,0.221000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.660000,2,0.431000,0.440000,0.440000,0.432000,0.432000,0.221000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.670000,2,0.431000,0.440000,0.440000,0.432000,0.432000,0.221000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.680000,2,0.432000,0.440000,0.440000,0.432000,0.432000,0.221000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.690000,2,0.432000,0.441000,0.441000,0.433000,0.433000,0.221000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.700000,2,0.433000,0.441000,0.441000,0.433000,0.433000,0.221000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.710000,2,0.433000,0.441000,0.441000,0.433000,0.433000,0.221000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.720000,2,0.433000,0.442000,0.442000,0.434000,0.434000,0.221000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.730000,2,0.434000,0.442000,0.442000,0.434000,0.434000,0.221000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
0.740000,2,0.434000,0.442000,0.442000,0.434000,0.434000,0.221000,0.237000,0.237000,0.000000,6.780000,130.584000,130.584000,
